timestamp,Exchange Rate,close,open,high,low,volume,change,비트코인,업비트,bitcoin,coinbase
2017-01-31,1157.8,1118666.36,1062165.72,1122371.3199999998,1061471.0399999998,19650.0,5.32,32,0,44,2
2017-02-01,1165.5,1146502.35,1126106.1,1148017.5,1118996.55,11350.0,1.82,60,0,67,4
2017-02-02,1155.2,1161784.6400000001,1136370.24,1167329.6,1120659.52,17790.0,2.23,39,0,75,4
2017-02-03,1149.2,1167242.4400000002,1157244.4000000001,1172758.6,1135754.36,18970.0,0.99,69,0,75,4
2017-02-04,1149.2,1184940.1199999999,1168506.56,1195168.0,1151038.72,17190.0,1.52,59,0,65,4
2017-02-05,1149.2,1156784.72,1184940.1199999999,1187123.6,1144947.96,16190.000000000002,-2.38,56,0,62,4
2017-02-06,1146.8,1172717.68,1154368.88,1176846.16,1153680.8,8900.0,1.59,86,0,66,4
2017-02-07,1137.7,1196974.17,1163412.02,1201752.51,1162388.09,15190.0,2.88,0,0,70,4
2017-02-08,1142.1,1197834.4799999997,1202060.25,1219762.7999999998,1157175.72,23090.0,-0.31,72,0,72,4
2017-02-09,1145.4,1128219.0,1201524.6,1234741.2000000002,1072552.56,59960.0,-6.09,0,0,82,5
2017-02-10,1145.7,1136534.4000000001,1128514.5,1147991.4000000001,1087727.58,24480.0,0.71,0,0,77,4
2017-02-11,1145.7,1146043.71,1136648.97,1156011.3,1127597.9400000002,9320.0,0.84,69,0,63,4
2017-02-12,1145.7,1141117.2,1145814.57,1151886.78,1136878.11,4330.0,-0.43,66,0,58,3
2017-02-13,1151.4,1147370.1,1146794.4000000001,1156581.3,1123651.26,9050.0,0.05,50,0,63,4
